mode,support_modes,method,frames,wp_coll,wp_total,WPC,warn_rate,avg_mod,avg_geom,avg_p_coll,reports,accept_rate,correct_rate,time_correct_rate,downweight_rate,quarantine_rate,object_quarantine_rate,probation_restore_rate,avg_dx,avg_dy,avg_delay_s,avg_obj_removed,fake_seen,fake_removed,fake_removal_rate,real_removed,clean_false_remove_per_frame,avg_real_peer_support,avg_fake_peer_support,avg_real_trust_support,avg_fake_trust_support,avg_real_cluster_cov,avg_fake_cluster_cov,avg_real_offset_spread,avg_fake_offset_spread,avg_missing_candidates,avg_missing_recovered,avg_missing_gt,missing_recovery_tp,missing_recovery_fp,missing_recovery_precision,missing_recovery_recall,missing_recovery_rate,avg_smoothed_agents,avg_smooth_residual,actual_scenarios,available_val_scenarios,requested_max_scenarios,max_frames_per_scenario,frame_window,enable_missing_recovery,enable_box_margin_guard,enable_peer_consensus_smoothing,disable_v1
fake_front,clean+shift,EgoOnly,400,74,4000,0.0185,0.5375,0.11725000000000019,1.1725,0.25204863503575325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,False
fake_front,clean+shift,CleanCoop,400,17,4000,0.00425,0.565,0.18299999999999997,1.83,0.2279845898784697,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,False
fake_front,clean+shift,PrimaryRaw,400,87,4000,0.02175,1.0,0.9287500000000002,9.2875,0.22645972991362215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,False
fake_front,clean+shift,PrimaryTrustCalib,400,87,4000,0.02175,1.0,0.9287500000000002,9.2875,0.22645972991362215,400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,False
fake_front,clean+shift,MultiPeerObjectGuard,400,17,4000,0.00425,0.565,0.18299999999999997,1.83,0.2279845898784697,400,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,400,400,1.0,0,0.0,1.993342776203966,0.0,1.993342776203966,0.0,3.597859736526185e-29,0.0,1.1105909862752141,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,False
noise+fake_front,clean+shift,EgoOnly,400,74,4000,0.0185,0.5375,0.11725000000000019,1.1725,0.25204863503575325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,False
noise+fake_front,clean+shift,CleanCoop,400,17,4000,0.00425,0.565,0.18299999999999997,1.83,0.2279845898784697,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,False
noise+fake_front,clean+shift,PrimaryRaw,400,77,4000,0.01925,1.0,0.9287500000000002,9.2875,0.22562485102564098,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,False
noise+fake_front,clean+shift,PrimaryTrustCalib,400,117,4000,0.02925,0.915,0.7639999999999998,7.64,0.2358839051052928,400,0.0,0.0375,0.0,0.7575,0.205,0.0,0.0,-0.0064314137649760725,0.0017206126727916731,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,False
noise+fake_front,clean+shift,MultiPeerObjectGuard,400,17,4000,0.00425,0.57,0.18525,1.8525,0.22953734822571278,400,0.0,0.0,0.0,0.005,0.205,0.79,0.0,-0.0064314137649760725,0.0017206126727916731,0.0,0.8,318,316,0.9937106918238994,0,0.0,1.4664828536963639,0.006289308176100629,1.4664828536963639,0.006289308176100629,0.5992033500296257,0.005183405703533184,0.8182475185629505,0.003515830153301556,6.8025,4.3025,6.88,1721,0,1.0,0.6253633720930233,0.6324880558618156,13.0375,1.7582310371405212,20,22,20,20,start,True,True,True,False
